// 折れる回数
1,0,0,0
@
// ステージの枚数
3
@
// 1つ目のステージの情報
5,5
2,1
1,1
@
// 2つ目のステージの情報
0,5
2,1
1,1
@
// 3つ目のステージの情報
0,0
1,2
1
1
@
//1つ目のステージのタイル情報（1）
0,0
5,5
1,1,1,1,1
1,1,1,1,1
42,40,1,1,1
1,1,1,1,1
1,1,1,1,1
@
//1つ目のステージのタイル情報（2）
5,0
5,5
1,1,1,1,1
1,1,1,1,3
1,1,1,1,1
1,43,1,1,1
42,23,10,10,40
@
//2つ目のステージのタイル情報（1）
0,0
5,5
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,42,10,40
1,1,1,1,1
@
//2つ目のステージのタイル情報（2）
5,0
5,5
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,2,1
1,1,1,1,1
@
//3つ目のステージのタイル情報（1）
0,0
5,5
1,1,1,1,1
1,1,1,1,1
1,1,1,4,1
1,1,42,10,40
1,1,1,1,1
@
//3つ目のステージのタイル情報（2）
0,5
5,5
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
42,40,1,1,1
1,1,1,1,1
@
